timestamp,latitude,longitude,pm2_5_ug_m3,pm10_ug_m3,co2_ppm,temperature_c,humidity_percent,wind_speed_m_s,aqi_demo
2026-08-02 11:00:04.240,19.18829,73.198079,45.3,69.3,480.0,27.51,72.6,3.09,76
2026-08-02 11:00:04.320,19.188337,73.198179,43.3,66.8,471.3,27.61,71.6,3.23,72
2026-08-02 11:00:04.400,19.188367,73.198107,45.4,70.9,472.6,27.61,72.0,3.18,76
2026-08-02 11:00:04.480,19.188427,73.198162,45.9,71.8,470.4,27.68,71.0,3.18,76
2026-08-02 11:00:04.560,19.188484,73.198117,43.1,66.4,476.7,27.6,71.7,3.22,72
2026-08-02 11:00:04.640,19.188438,73.19817,45.4,69.1,476.5,27.63,71.7,3.19,76
2026-08-02 11:00:04.720,19.188604,73.198096,44.1,71.0,470.7,27.57,71.5,3.28,74
2026-08-02 11:00:04.800,19.188582,73.19806,43.7,70.0,474.5,27.63,71.6,3.3,73
2026-08-02 11:00:04.880,19.188564,73.198093,45.3,71.1,475.9,27.61,71.6,3.33,76
2026-08-02 11:00:04.960,19.188646,73.198105,43.7,70.1,475.5,27.6,71.4,3.11,73
2026-08-02 11:00:05.040,19.18866,73.198159,45.0,72.8,478.6,27.62,71.6,3.2,75
2026-08-02 11:00:05.120,19.188726,73.198249,44.4,69.5,471.6,27.63,71.7,3.41,74
2026-08-02 11:00:05.200,19.188692,73.198192,44.4,71.3,476.0,27.59,71.9,3.36,74
2026-08-02 11:00:05.280,19.188755,73.19817,44.6,68.8,476.7,27.71,71.8,3.38,74
2026-08-02 11:00:05.360,19.188773,73.198192,44.2,68.9,482.1,27.65,71.7,3.25,74
2026-08-02 11:00:05.440,19.18881,73.198204,45.2,70.3,478.1,27.56,71.9,3.13,75
2026-08-02 11:00:05.520,19.188824,73.198197,45.4,72.1,467.9,27.68,72.0,3.45,76
2026-08-02 11:00:05.600,19.188824,73.19821,45.8,72.4,476.1,27.65,71.8,3.28,76
2026-08-02 11:00:05.680,19.188916,73.198209,46.0,72.3,476.4,27.67,71.7,3.35,77
2026-08-02 11:00:05.760,19.188924,73.198167,44.4,69.0,475.8,27.65,71.6,3.28,74
2026-08-02 11:00:05.840,19.188976,73.198213,45.5,71.3,478.9,27.74,71.7,3.28,76
2026-08-02 11:00:05.920,19.188966,73.198272,45.5,72.0,478.8,27.59,71.9,3.45,76
2026-08-02 11:00:06.000,19.188971,73.198194,43.2,66.0,480.0,27.68,72.1,3.32,72
2026-08-02 11:00:06.080,19.189008,73.198268,45.3,72.0,475.6,27.69,71.8,3.15,76
2026-08-02 11:00:06.160,19.189058,73.198263,44.2,71.8,471.9,27.68,72.2,3.4,74
2026-08-02 11:00:06.240,19.189034,73.198275,44.5,71.4,476.1,27.68,72.1,3.14,74
2026-08-02 11:00:06.320,19.189085,73.198253,46.0,72.3,481.4,27.68,72.0,3.44,77
2026-08-02 11:00:06.400,19.189151,73.198295,46.1,72.0,470.8,27.71,71.8,3.3,77
2026-08-02 11:00:06.480,19.189109,73.198254,45.0,71.8,469.3,27.71,72.0,3.45,75
2026-08-02 11:00:06.560,19.189194,73.198216,45.5,71.5,479.0,27.73,71.7,3.32,76
2026-08-02 11:00:06.640,19.189225,73.198287,46.6,74.5,475.4,27.72,71.9,3.28,78
2026-08-02 11:00:06.720,19.189248,73.198257,45.8,74.3,478.4,27.78,72.4,3.37,76
2026-08-02 11:00:06.800,19.189228,73.198237,44.6,71.1,478.5,27.62,72.0,3.26,74
2026-08-02 11:00:06.880,19.189275,73.198292,45.8,73.2,481.0,27.72,72.0,3.17,76
2026-08-02 11:00:06.960,19.189345,73.198274,46.7,76.3,474.9,27.72,72.2,3.31,78
2026-08-02 11:00:07.040,19.189339,73.19826,44.8,71.9,479.9,27.72,72.1,3.39,75
2026-08-02 11:00:07.120,19.18935,73.198307,46.6,73.9,475.4,27.76,72.4,3.11,78
2026-08-02 11:00:07.200,19.189447,73.198294,45.7,74.1,478.1,27.74,72.2,3.13,76
2026-08-02 11:00:07.280,19.189369,73.198353,43.3,70.0,476.9,27.74,72.4,3.3,72
2026-08-02 11:00:07.360,19.189354,73.198299,44.5,70.6,479.9,27.72,71.8,3.21,74
2026-08-02 11:00:07.440,19.189446,73.198235,44.4,69.0,478.2,27.73,72.1,3.21,74
2026-08-02 11:00:07.520,19.189429,73.198274,45.9,74.0,481.3,27.58,72.6,3.33,76
2026-08-02 11:00:07.600,19.189382,73.198286,44.9,71.9,482.8,27.71,72.4,3.38,75
2026-08-02 11:00:07.680,19.18945,73.198241,45.1,71.6,479.8,27.78,72.4,3.32,75
2026-08-02 11:00:07.760,19.189512,73.198344,46.0,71.0,477.2,27.74,72.8,3.31,77
2026-08-02 11:00:07.840,19.189604,73.198268,44.3,70.7,479.7,27.62,72.1,3.26,74
2026-08-02 11:00:07.920,19.189582,73.198352,45.3,72.8,476.3,27.69,72.1,3.23,76
2026-08-02 11:00:08.000,19.189599,73.198331,45.0,70.2,480.0,27.74,72.4,3.29,75
2026-08-02 11:00:08.080,19.189597,73.198266,45.9,70.3,479.9,27.77,72.8,3.35,76
2026-08-02 11:00:08.160,19.189622,73.198313,47.1,75.0,479.5,27.71,72.2,3.47,78
2026-08-02 11:00:08.240,19.189616,73.198258,44.9,70.9,475.5,27.76,72.2,3.45,75
2026-08-02 11:00:08.320,19.189633,73.19829,45.6,73.9,480.4,27.76,72.5,3.33,76
2026-08-02 11:00:08.400,19.18966,73.198218,45.1,72.6,480.6,27.65,72.5,3.36,75
2026-08-02 11:00:08.480,19.189652,73.198288,45.6,74.1,475.4,27.78,72.6,3.43,76
2026-08-02 11:00:08.560,19.189667,73.198266,46.2,72.4,475.2,27.79,72.1,3.4,77
2026-08-02 11:00:08.640,19.189766,73.198234,46.4,74.1,472.8,27.7,72.1,3.35,77
2026-08-02 11:00:08.720,19.189743,73.198243,45.0,71.7,477.8,27.77,72.4,3.37,75
2026-08-02 11:00:08.800,19.189785,73.198286,46.1,74.6,477.7,27.67,72.8,3.3,77
2026-08-02 11:00:08.880,19.189775,73.198339,43.9,70.3,487.0,27.74,72.0,3.21,73
2026-08-02 11:00:08.960,19.189737,73.198251,44.1,68.3,474.1,27.77,72.3,3.16,74
2026-08-02 11:00:09.040,19.189839,73.198263,45.9,75.5,484.2,27.76,71.9,3.35,76
2026-08-02 11:00:09.120,19.189816,73.198229,44.6,69.7,483.8,27.71,72.0,3.32,74
2026-08-02 11:00:09.200,19.189817,73.198227,46.5,75.9,481.2,27.85,72.6,3.4,78
2026-08-02 11:00:09.280,19.189887,73.198244,44.6,72.6,476.5,27.79,72.1,3.29,74
2026-08-02 11:00:09.360,19.189898,73.198244,45.6,73.8,484.1,27.71,72.4,3.4,76
2026-08-02 11:00:09.440,19.189865,73.198205,45.6,72.5,480.7,27.73,72.9,3.18,76
2026-08-02 11:00:09.520,19.189842,73.198277,46.0,70.0,478.7,27.83,72.1,3.4,77
2026-08-02 11:00:09.600,19.189899,73.198237,44.9,68.3,476.5,27.72,72.8,3.27,75
2026-08-02 11:00:09.680,19.18988,73.198203,45.2,71.8,481.9,27.8,72.3,3.29,75
2026-08-02 11:00:09.760,19.189924,73.198255,46.1,70.6,476.1,27.8,72.4,3.29,77
2026-08-02 11:00:09.840,19.189959,73.198268,45.7,72.9,480.8,27.72,72.8,3.24,76
2026-08-02 11:00:09.920,19.189954,73.198224,46.5,77.3,479.5,27.72,72.4,3.38,78
2026-08-02 11:00:10.000,19.189976,73.198203,45.3,71.5,479.8,27.71,72.2,3.2,76
2026-08-02 11:00:10.080,19.189957,73.198222,45.9,73.7,486.0,27.76,72.1,3.28,76
2026-08-02 11:00:10.160,19.189946,73.198214,45.8,73.0,478.7,27.78,72.4,3.36,76
2026-08-02 11:00:10.240,19.189954,73.198224,45.5,73.8,478.6,27.74,72.7,3.17,76
2026-08-02 11:00:10.320,19.190014,73.198233,42.4,67.6,475.6,27.83,72.3,3.21,71
2026-08-02 11:00:10.400,19.189977,73.198209,44.8,71.5,477.9,27.77,72.7,3.19,75
2026-08-02 11:00:10.480,19.190061,73.19823,45.2,72.5,478.1,27.74,72.8,3.26,75
2026-08-02 11:00:10.560,19.190024,73.198193,45.7,74.8,479.4,27.81,72.6,3.2,76
2026-08-02 11:00:10.640,19.190031,73.198142,45.1,72.4,476.2,27.78,72.3,3.29,75
2026-08-02 11:00:10.720,19.190059,73.198142,45.7,72.6,483.4,27.78,73.0,3.1,76
2026-08-02 11:00:10.800,19.190063,73.198189,45.5,73.6,480.6,27.81,73.1,3.24,76
2026-08-02 11:00:10.880,19.190073,73.198167,45.6,71.3,477.5,27.81,72.4,3.16,76
2026-08-02 11:00:10.960,19.190044,73.198161,45.2,72.8,483.3,27.76,72.4,3.19,75
2026-08-02 11:00:11.040,19.190096,73.198142,45.6,73.3,478.3,27.75,73.1,3.13,76
2026-08-02 11:00:11.120,19.19003,73.198068,46.9,74.6,483.7,27.72,73.2,3.17,78
2026-08-02 11:00:11.200,19.190039,73.198099,45.4,70.8,483.3,27.8,73.4,3.11,76
2026-08-02 11:00:11.280,19.190145,73.198081,45.9,73.5,476.1,27.79,72.6,3.32,76
2026-08-02 11:00:11.360,19.19004,73.198134,46.3,74.6,485.5,27.78,72.5,3.28,77
2026-08-02 11:00:11.440,19.190023,73.198119,43.3,70.4,476.6,27.8,73.0,3.04,72
2026-08-02 11:00:11.520,19.190085,73.198054,46.2,74.4,480.0,27.78,72.3,3.29,77
2026-08-02 11:00:11.600,19.190133,73.198046,44.3,69.7,477.8,27.79,72.7,3.17,74
2026-08-02 11:00:11.680,19.190057,73.19805,46.2,75.4,476.4,27.82,72.9,3.13,77
2026-08-02 11:00:11.760,19.190086,73.198055,45.0,71.9,485.0,27.74,72.7,3.13,75
2026-08-02 11:00:11.840,19.190033,73.197944,46.5,73.7,478.3,27.9,72.3,3.27,78
2026-08-02 11:00:11.920,19.190039,73.19804,45.5,72.6,479.6,27.76,72.6,3.26,76
2026-08-02 11:00:12.000,19.190116,73.198066,45.0,71.8,475.2,27.75,73.0,3.16,75
2026-08-02 11:00:12.080,19.190142,73.198046,44.3,71.7,479.5,27.74,73.0,3.34,74
2026-08-02 11:00:12.160,19.190126,73.198027,46.7,74.8,482.3,27.72,73.0,3.12,78
2026-08-02 11:00:12.240,19.19012,73.197957,45.8,73.3,481.9,27.8,73.0,3.34,76
2026-08-02 11:00:12.320,19.190151,73.197894,44.8,71.5,476.8,27.73,72.5,3.33,75
2026-08-02 11:00:12.400,19.190117,73.197898,45.2,72.9,479.4,27.82,72.7,3.14,75
2026-08-02 11:00:12.480,19.190166,73.19793,45.3,69.0,475.0,27.85,72.5,3.12,76
2026-08-02 11:00:12.560,19.190188,73.197914,45.8,75.4,476.1,27.82,72.5,3.14,76
2026-08-02 11:00:12.640,19.19011,73.197909,44.3,72.1,477.5,27.75,72.9,3.2,74
2026-08-02 11:00:12.720,19.190146,73.197931,45.0,69.0,478.1,27.79,72.4,3.12,75
2026-08-02 11:00:12.800,19.190061,73.197884,44.9,71.7,482.3,27.79,72.3,3.2,75
2026-08-02 11:00:12.880,19.19007,73.197815,42.8,66.4,479.4,27.89,72.6,3.2,71
2026-08-02 11:00:12.960,19.190145,73.197799,43.2,67.8,483.4,27.87,72.4,3.2,72
2026-08-02 11:00:13.040,19.190114,73.197791,45.0,70.9,479.3,27.9,72.5,3.21,75
2026-08-02 11:00:13.120,19.190113,73.197856,44.6,70.5,483.9,27.76,73.2,3.25,74
2026-08-02 11:00:13.200,19.190144,73.197857,44.9,72.8,478.3,27.84,73.1,3.15,75
2026-08-02 11:00:13.280,19.190077,73.197787,45.8,74.0,476.5,27.83,72.1,3.33,76
2026-08-02 11:00:13.360,19.19012,73.197787,44.2,70.6,480.3,27.77,72.0,3.14,74
2026-08-02 11:00:13.440,19.190088,73.197803,44.7,70.1,478.8,27.81,72.3,3.3,74
2026-08-02 11:00:13.520,19.190116,73.197798,43.5,71.7,476.4,27.8,73.1,3.03,72
2026-08-02 11:00:13.600,19.190101,73.197735,44.5,69.4,477.9,27.77,72.8,3.27,74
2026-08-02 11:00:13.680,19.190123,73.197737,44.9,72.2,474.4,27.78,72.7,3.1,75
2026-08-02 11:00:13.760,19.190082,73.197617,43.6,71.4,474.1,27.86,72.8,3.09,73
2026-08-02 11:00:13.840,19.190104,73.197608,45.2,72.4,473.8,27.76,72.5,3.05,75
2026-08-02 11:00:13.920,19.190072,73.197656,44.3,69.8,480.2,27.83,72.2,3.18,74
2026-08-02 11:00:14.000,19.190115,73.1976,45.5,71.0,482.8,27.79,71.9,3.19,76
2026-08-02 11:00:14.080,19.190071,73.197563,42.2,68.5,472.5,27.69,72.3,3.06,70
2026-08-02 11:00:14.160,19.190063,73.197657,44.1,70.9,485.8,27.7,72.0,3.13,74
2026-08-02 11:00:14.240,19.190081,73.19754,45.7,71.0,476.0,27.76,72.4,3.31,76
2026-08-02 11:00:14.320,19.190114,73.197576,43.5,68.7,474.0,27.72,72.4,3.14,72
2026-08-02 11:00:14.400,19.190132,73.197505,45.1,73.7,479.8,27.84,72.5,3.16,75
2026-08-02 11:00:14.480,19.190084,73.197536,44.7,71.3,476.7,27.76,72.9,3.07,74
2026-08-02 11:00:14.560,19.190068,73.197489,43.1,69.3,476.1,27.78,72.3,3.33,72
2026-08-02 11:00:14.640,19.189988,73.197479,44.1,70.9,472.3,27.86,72.3,3.18,74
2026-08-02 11:00:14.720,19.190067,73.19752,45.2,73.3,477.5,27.83,72.3,3.03,75
2026-08-02 11:00:14.800,19.19011,73.197529,45.7,73.4,473.9,27.73,72.5,3.15,76
2026-08-02 11:00:14.880,19.190045,73.19742,43.1,68.6,483.6,27.86,71.9,3.24,72
2026-08-02 11:00:14.960,19.190071,73.197444,45.2,71.5,476.2,27.83,71.5,3.11,75
2026-08-02 11:00:15.040,19.190014,73.197405,43.4,69.4,478.6,27.77,71.9,3.22,72
2026-08-02 11:00:15.120,19.190027,73.197356,44.7,73.5,478.1,27.72,72.4,3.04,74
2026-08-02 11:00:15.200,19.190044,73.197324,45.6,70.5,478.1,27.72,72.0,3.06,76
2026-08-02 11:00:15.280,19.189983,73.197317,42.6,69.7,481.3,27.79,72.3,3.18,71
2026-08-02 11:00:15.360,19.190012,73.197288,43.7,69.8,476.9,27.84,72.2,3.17,73
2026-08-02 11:00:15.440,19.18999,73.19728,44.0,71.9,477.4,27.76,71.9,3.04,73
2026-08-02 11:00:15.520,19.190024,73.197264,43.3,68.9,475.9,27.75,72.3,3.04,72
2026-08-02 11:00:15.600,19.190057,73.197243,46.5,74.6,471.5,27.83,72.2,3.08,78
2026-08-02 11:00:15.680,19.18999,73.197173,45.8,72.1,479.2,27.75,71.9,3.04,76
2026-08-02 11:00:15.760,19.18994,73.197189,43.5,68.8,475.2,27.83,72.9,3.1,72
2026-08-02 11:00:15.840,19.189954,73.197221,44.5,71.2,477.1,27.86,72.6,3.06,74
2026-08-02 11:00:15.920,19.19003,73.197136,46.2,74.3,477.1,27.79,72.7,3.09,77
2026-08-02 11:00:16.000,19.190021,73.197165,44.8,71.1,479.8,27.74,71.7,3.05,75
2026-08-02 11:00:16.080,19.189913,73.19708,43.3,68.4,478.8,27.73,72.1,3.1,72
2026-08-02 11:00:16.160,19.189934,73.197082,45.2,71.4,482.5,27.89,71.6,3.26,75
2026-08-02 11:00:16.240,19.189921,73.197046,42.0,66.6,474.8,27.81,72.5,2.97,70
2026-08-02 11:00:16.320,19.189914,73.197013,44.9,69.7,480.9,27.83,72.5,3.3,75
2026-08-02 11:00:16.400,19.189884,73.196984,43.3,70.9,477.1,27.77,72.5,3.12,72
2026-08-02 11:00:16.480,19.189954,73.197009,44.5,70.9,475.7,27.74,72.4,2.96,74
2026-08-02 11:00:16.560,19.189906,73.197016,44.4,74.0,478.1,27.69,72.6,3.17,74
2026-08-02 11:00:16.640,19.189891,73.196945,44.4,69.2,476.6,27.75,72.2,3.05,74
2026-08-02 11:00:16.720,19.189904,73.196932,43.7,72.0,477.4,27.78,72.2,3.05,73
2026-08-02 11:00:16.800,19.189874,73.196945,44.3,73.8,474.9,27.75,72.5,3.15,74
2026-08-02 11:00:16.880,19.189854,73.196882,44.2,70.9,473.2,27.83,72.4,3.03,74
2026-08-02 11:00:16.960,19.189853,73.196876,42.8,65.9,471.8,27.76,71.7,3.03,71
2026-08-02 11:00:17.040,19.189845,73.196818,44.0,69.8,475.9,27.78,71.7,3.04,73
2026-08-02 11:00:17.120,19.189843,73.196858,43.5,69.2,481.7,27.71,71.7,3.16,72
2026-08-02 11:00:17.200,19.189812,73.196818,44.3,72.8,479.5,27.83,72.0,3.25,74
2026-08-02 11:00:17.280,19.18986,73.196764,45.1,72.4,475.6,27.74,72.0,3.24,75
2026-08-02 11:00:17.360,19.189845,73.196739,43.7,67.0,474.1,27.65,72.2,3.1,73
2026-08-02 11:00:17.440,19.189743,73.196744,42.6,68.4,471.3,27.73,72.1,2.94,71
2026-08-02 11:00:17.520,19.189828,73.196693,43.5,69.1,469.9,27.76,72.0,3.19,72
2026-08-02 11:00:17.600,19.189795,73.196644,43.5,69.6,473.9,27.74,72.3,3.26,72
2026-08-02 11:00:17.680,19.189792,73.196642,43.0,69.2,480.3,27.77,72.0,3.27,72
2026-08-02 11:00:17.760,19.189738,73.196571,42.9,68.8,467.7,27.76,71.6,2.94,72
2026-08-02 11:00:17.840,19.189744,73.196537,44.2,69.2,471.0,27.76,72.2,3.05,74
2026-08-02 11:00:17.920,19.189712,73.196604,44.1,69.7,481.1,27.85,72.4,3.15,74
2026-08-02 11:00:18.000,19.189793,73.196596,44.9,74.8,475.3,27.73,71.9,3.31,75
2026-08-02 11:00:18.080,19.189695,73.196521,43.2,70.2,477.9,27.77,71.7,3.14,72
2026-08-02 11:00:18.160,19.189738,73.196451,43.5,67.0,478.2,27.71,72.0,3.07,72
2026-08-02 11:00:18.240,19.189734,73.196493,45.0,71.2,476.5,27.87,72.0,3.12,75
2026-08-02 11:00:18.320,19.189617,73.1965,44.5,72.6,474.0,27.7,71.8,3.07,74
2026-08-02 11:00:18.400,19.189655,73.196372,43.8,70.9,469.5,27.73,72.3,3.13,73
2026-08-02 11:00:18.480,19.189663,73.19637,43.4,70.6,472.7,27.72,72.1,3.19,72
2026-08-02 11:00:18.560,19.189608,73.196371,44.7,72.0,476.3,27.74,71.7,3.16,74
2026-08-02 11:00:18.640,19.189656,73.196389,43.5,69.7,477.1,27.72,72.2,3.1,72
2026-08-02 11:00:18.720,19.189618,73.196287,42.5,69.1,475.0,27.69,71.6,3.13,71
2026-08-02 11:00:18.800,19.189637,73.196296,44.2,73.3,472.0,27.69,71.7,3.12,74
2026-08-02 11:00:18.880,19.189615,73.196243,45.0,73.5,476.7,27.82,72.3,3.18,75
2026-08-02 11:00:18.960,19.18966,73.196182,43.6,69.4,472.5,27.73,71.9,3.18,73
2026-08-02 11:00:19.040,19.189629,73.196251,44.3,70.1,472.6,27.79,71.8,3.09,74
2026-08-02 11:00:19.120,19.18958,73.196159,43.5,67.9,480.6,27.68,71.8,3.28,72
2026-08-02 11:00:19.200,19.189618,73.196167,44.7,73.0,475.9,27.84,71.6,3.18,74
2026-08-02 11:00:19.280,19.189595,73.196174,42.0,66.3,480.2,27.67,71.6,3.02,70
2026-08-02 11:00:19.360,19.189543,73.196093,45.4,72.7,468.1,27.69,71.7,3.15,76
2026-08-02 11:00:19.440,19.189559,73.196073,44.7,73.0,479.1,27.72,72.3,3.06,74
2026-08-02 11:00:19.520,19.189448,73.195941,44.1,69.2,468.8,27.74,71.8,3.22,74
2026-08-02 11:00:19.600,19.189506,73.195998,44.6,71.9,464.7,27.81,71.6,3.26,74
2026-08-02 11:00:19.680,19.189432,73.195914,43.4,70.7,472.8,27.75,72.1,3.23,72
2026-08-02 11:00:19.760,19.189493,73.195907,44.8,73.7,471.0,27.76,71.9,3.15,75
2026-08-02 11:00:19.840,19.189456,73.195924,42.5,67.6,474.6,27.78,71.7,3.23,71
2026-08-02 11:00:19.920,19.18952,73.19582,44.5,71.8,469.6,27.71,72.2,3.29,74
2026-08-02 11:00:20.000,19.189475,73.195914,43.7,70.8,473.1,27.78,71.2,3.35,73
2026-08-02 11:00:20.080,19.1895,73.195832,43.3,67.9,472.6,27.72,72.3,3.24,72
2026-08-02 11:00:20.160,19.189451,73.195773,45.1,73.1,472.6,27.82,71.7,3.38,75
2026-08-02 11:00:20.240,19.18948,73.195783,42.7,68.0,469.3,27.71,71.6,3.14,71
2026-08-02 11:00:20.320,19.18944,73.195724,43.4,70.3,471.7,27.69,71.3,3.17,72
2026-08-02 11:00:20.400,19.189399,73.195697,43.8,70.7,475.0,27.73,71.7,3.15,73
2026-08-02 11:00:20.480,19.189461,73.195706,43.7,70.8,473.9,27.8,71.6,3.33,73
2026-08-02 11:00:20.560,19.189419,73.195645,44.3,73.7,474.4,27.85,72.6,3.19,74
2026-08-02 11:00:20.640,19.189432,73.195612,43.9,69.9,472.8,27.86,71.9,3.11,73
2026-08-02 11:00:20.720,19.189384,73.195554,44.0,69.9,470.6,27.71,71.5,3.11,73
2026-08-02 11:00:20.800,19.189359,73.195512,43.5,70.4,477.2,27.76,71.6,3.29,72
2026-08-02 11:00:20.880,19.189335,73.195536,43.4,69.7,475.4,27.69,72.1,3.37,72
2026-08-02 11:00:20.960,19.189365,73.195521,43.1,69.7,474.6,27.78,71.6,3.24,72
2026-08-02 11:00:21.040,19.18933,73.195469,43.8,70.8,474.0,27.64,71.6,3.21,73
2026-08-02 11:00:21.120,19.189381,73.19542,46.0,73.6,467.5,27.73,71.9,3.21,77
2026-08-02 11:00:21.200,19.189361,73.195408,43.1,70.6,474.2,27.8,71.5,3.21,72
2026-08-02 11:00:21.280,19.189243,73.195341,43.7,70.1,474.5,27.73,72.0,3.42,73
2026-08-02 11:00:21.360,19.189314,73.195355,45.6,74.5,479.4,27.74,71.3,3.23,76
2026-08-02 11:00:21.440,19.189326,73.195336,44.6,68.9,476.2,27.74,71.7,3.33,74
2026-08-02 11:00:21.520,19.189221,73.195285,44.0,72.8,476.4,27.84,71.3,3.3,73
2026-08-02 11:00:21.600,19.189314,73.195305,44.5,72.5,472.3,27.69,72.2,3.35,74
