timestamp,latitude,longitude,pm2_5_ug_m3,pm10_ug_m3,co2_ppm,temperature_c,humidity_percent,wind_speed_m_s
2026-08-02 10:00:07.650,18.521426,73.87126,47.8,79.5,486.2,27.36,68.5,3.29
2026-08-02 10:00:07.700,18.521424,73.871227,49.4,80.2,490.8,27.27,69.0,3.25
2026-08-02 10:00:07.750,18.521422,73.871025,49.1,78.2,485.9,27.39,68.4,3.4
2026-08-02 10:00:07.800,18.521581,73.871196,47.1,79.4,485.9,27.38,68.0,3.09
2026-08-02 10:00:07.850,18.521595,73.871222,48.7,83.1,495.5,27.26,68.4,3.11
2026-08-02 10:00:07.900,18.521224,73.871217,49.1,80.8,484.3,27.31,68.3,3.27
2026-08-02 10:00:07.950,18.521432,73.871154,48.7,81.1,482.5,27.29,68.7,3.19
2026-08-02 10:00:08.000,18.521405,73.871329,50.5,82.7,493.4,27.22,68.2,3.13
2026-08-02 10:00:08.050,18.521322,73.871283,46.4,76.7,497.1,27.3,68.5,3.44
2026-08-02 10:00:08.100,18.521254,73.871162,51.8,86.2,493.6,27.26,68.5,3.53
2026-08-02 10:00:08.150,18.521188,73.87101,46.6,72.4,484.7,27.32,68.7,3.31
2026-08-02 10:00:08.200,18.521421,73.871329,47.4,78.3,490.7,27.32,68.5,3.3
2026-08-02 10:00:08.250,18.521405,73.871157,49.5,79.5,484.9,27.27,68.6,3.26
2026-08-02 10:00:08.300,18.521491,73.870983,48.9,80.9,492.9,27.44,68.5,3.46
2026-08-02 10:00:08.350,18.521436,73.871374,49.2,80.7,487.0,27.33,68.7,3.32
2026-08-02 10:00:08.400,18.521566,73.871216,51.4,84.3,492.1,27.32,69.0,3.3
2026-08-02 10:00:08.450,18.521616,73.871033,49.7,81.1,487.6,27.36,68.9,3.23
2026-08-02 10:00:08.500,18.521405,73.871203,48.6,83.2,492.5,27.38,68.6,3.43
2026-08-02 10:00:08.550,18.521428,73.871199,50.3,83.7,492.2,27.32,68.6,3.24
2026-08-02 10:00:08.600,18.521656,73.871051,46.3,79.5,495.5,27.22,68.4,3.31
2026-08-02 10:00:08.650,18.521404,73.871243,50.0,83.0,489.1,27.22,68.7,3.25
2026-08-02 10:00:08.700,18.521715,73.871067,49.2,82.1,502.1,27.3,67.5,3.06
2026-08-02 10:00:08.750,18.521764,73.871007,49.5,83.3,488.4,27.14,68.4,3.09
2026-08-02 10:00:08.800,18.521484,73.87105,51.5,83.3,501.3,27.26,68.6,3.25
2026-08-02 10:00:08.850,18.521544,73.871045,49.5,78.7,489.5,27.14,69.3,3.37
2026-08-02 10:00:08.900,18.521585,73.87107,48.7,83.2,491.1,27.28,68.9,3.35
2026-08-02 10:00:08.950,18.521395,73.87127,47.3,78.9,493.0,27.2,68.0,3.39
2026-08-02 10:00:09.000,18.521795,73.871155,48.2,77.3,487.8,27.21,68.9,3.33
2026-08-02 10:00:09.050,18.521302,73.871255,48.8,81.1,488.3,27.26,69.1,3.37
2026-08-02 10:00:09.100,18.521556,73.871246,50.6,86.2,487.4,27.12,68.3,3.36
2026-08-02 10:00:09.150,18.521525,73.871155,49.2,80.7,490.8,27.22,68.9,3.23
2026-08-02 10:00:09.200,18.521814,73.870904,48.9,80.8,487.4,27.22,69.0,3.42
2026-08-02 10:00:09.250,18.521591,73.871075,49.4,82.4,495.6,27.24,68.3,3.35
2026-08-02 10:00:09.300,18.521415,73.871207,51.1,84.9,490.1,27.25,68.4,3.22
2026-08-02 10:00:09.350,18.521656,73.871267,48.1,77.9,490.0,27.22,68.4,3.33
2026-08-02 10:00:09.400,18.521636,73.871223,50.4,80.1,494.5,27.24,68.9,3.26
2026-08-02 10:00:09.450,18.52176,73.871254,47.3,73.0,487.2,27.25,68.4,3.4
2026-08-02 10:00:09.500,18.521403,73.871434,49.4,81.2,490.4,27.27,68.8,3.47
2026-08-02 10:00:09.550,18.521737,73.871446,50.0,84.0,493.7,27.24,69.0,3.21
2026-08-02 10:00:09.600,18.521753,73.871272,47.3,79.9,484.5,27.31,68.3,3.28
2026-08-02 10:00:09.650,18.521552,73.871131,51.5,83.8,495.4,27.36,68.2,3.46
2026-08-02 10:00:09.700,18.521525,73.871106,47.3,77.2,482.3,27.27,68.4,3.45
2026-08-02 10:00:09.750,18.521565,73.871256,49.3,79.8,489.4,27.27,68.6,3.19
2026-08-02 10:00:09.800,18.521777,73.871043,48.3,81.4,484.8,27.35,69.0,3.44
2026-08-02 10:00:09.850,18.521752,73.871229,48.4,78.4,492.3,27.23,68.4,3.19
2026-08-02 10:00:09.900,18.521603,73.871058,50.6,81.7,481.4,27.31,69.0,3.32
2026-08-02 10:00:09.950,18.521773,73.871517,49.2,79.8,493.5,27.29,68.4,3.32
2026-08-02 10:00:10.000,18.521827,73.87122,50.7,84.0,495.8,27.34,68.9,3.35
2026-08-02 10:00:10.050,18.521642,73.871319,49.7,86.6,490.2,27.22,69.1,3.39
2026-08-02 10:00:10.100,18.521827,73.871347,50.6,83.4,490.3,27.24,68.8,3.21
2026-08-02 10:00:10.150,18.521643,73.871465,51.1,84.9,491.0,27.23,68.9,3.34
2026-08-02 10:00:10.200,18.521655,73.871448,48.9,82.5,485.7,27.17,67.7,3.43
2026-08-02 10:00:10.250,18.521687,73.871235,48.6,76.2,494.5,27.41,69.2,3.57
2026-08-02 10:00:10.300,18.521745,73.871085,50.2,83.1,494.9,27.29,68.3,3.38
2026-08-02 10:00:10.350,18.521468,73.871193,48.3,76.6,492.2,27.34,69.0,3.43
2026-08-02 10:00:10.400,18.521595,73.87142,49.3,83.2,488.4,27.4,68.3,3.24
2026-08-02 10:00:10.450,18.521446,73.871279,49.9,82.2,498.4,27.39,69.0,3.63
2026-08-02 10:00:10.500,18.52181,73.871414,49.4,81.1,497.7,27.28,68.2,3.32
2026-08-02 10:00:10.550,18.521892,73.871112,48.9,82.9,480.5,27.32,69.4,3.38
2026-08-02 10:00:10.600,18.521921,73.871263,49.4,82.5,481.3,27.26,68.9,3.31
2026-08-02 10:00:10.650,18.521517,73.871359,50.7,84.2,500.1,27.19,68.6,3.28
2026-08-02 10:00:10.700,18.521765,73.871182,49.7,86.2,495.4,27.31,68.4,3.52
2026-08-02 10:00:10.750,18.521623,73.871229,49.5,81.4,490.2,27.3,68.2,3.54
2026-08-02 10:00:10.800,18.521609,73.871212,50.6,84.1,493.7,27.32,69.1,3.34
2026-08-02 10:00:10.850,18.521708,73.871102,52.6,85.6,488.7,27.44,68.5,3.46
2026-08-02 10:00:10.900,18.521627,73.871392,49.4,79.8,494.8,27.22,68.5,3.35
2026-08-02 10:00:10.950,18.522035,73.871422,50.4,82.7,493.4,27.43,69.1,3.41
2026-08-02 10:00:11.000,18.521618,73.871314,53.0,84.7,495.4,27.32,68.4,3.33
2026-08-02 10:00:11.050,18.521683,73.871421,50.4,84.7,504.0,27.32,68.8,3.42
2026-08-02 10:00:11.100,18.521787,73.871143,48.5,82.7,496.3,27.37,68.9,3.47
2026-08-02 10:00:11.150,18.52182,73.871255,50.6,85.8,485.7,27.4,68.6,3.42
2026-08-02 10:00:11.200,18.521823,73.871261,48.0,78.6,484.0,27.28,68.7,3.43
2026-08-02 10:00:11.250,18.521683,73.871223,51.6,85.7,489.9,27.37,67.5,3.25
2026-08-02 10:00:11.300,18.521861,73.871273,50.6,87.3,486.5,27.38,68.7,3.45
2026-08-02 10:00:11.350,18.521871,73.871463,51.0,85.5,488.3,27.37,68.8,3.57
2026-08-02 10:00:11.400,18.52193,73.871381,48.4,83.0,490.9,27.29,68.6,3.55
2026-08-02 10:00:11.450,18.52183,73.871178,48.8,81.7,488.3,27.31,68.7,3.57
2026-08-02 10:00:11.500,18.521972,73.87139,48.4,80.1,485.9,27.28,68.8,3.38
2026-08-02 10:00:11.550,18.521691,73.871274,47.9,81.8,495.7,27.37,68.6,3.32
2026-08-02 10:00:11.600,18.522027,73.871325,49.5,82.0,496.2,27.36,68.5,3.41
2026-08-02 10:00:11.650,18.521978,73.871419,49.0,82.2,493.1,27.3,69.3,3.46
2026-08-02 10:00:11.700,18.521921,73.871325,49.4,84.8,489.3,27.26,69.6,3.4
2026-08-02 10:00:11.750,18.521945,73.871346,48.4,80.6,498.5,27.35,68.5,3.47
2026-08-02 10:00:11.800,18.522012,73.871349,52.9,88.6,492.8,27.4,68.4,3.38
2026-08-02 10:00:11.850,18.522004,73.871292,50.9,84.5,479.6,27.4,69.4,3.43
2026-08-02 10:00:11.900,18.521782,73.871412,50.5,81.8,488.3,27.35,69.0,3.35
2026-08-02 10:00:11.950,18.522047,73.871441,50.5,84.9,489.4,27.36,68.7,3.4
2026-08-02 10:00:12.000,18.521947,73.871234,48.5,77.3,484.1,27.4,69.2,3.35
2026-08-02 10:00:12.050,18.522066,73.871463,48.5,80.0,487.6,27.27,68.4,3.41
2026-08-02 10:00:12.100,18.521981,73.871379,51.0,85.5,486.5,27.25,68.4,3.39
2026-08-02 10:00:12.150,18.521821,73.871321,52.1,87.7,488.7,27.43,68.8,3.42
2026-08-02 10:00:12.200,18.521814,73.871368,50.1,85.7,501.5,27.22,69.1,3.53
2026-08-02 10:00:12.250,18.522003,73.871246,50.3,84.4,489.5,27.3,68.3,3.57
2026-08-02 10:00:12.300,18.522089,73.871542,49.5,82.2,494.6,27.44,69.5,3.32
2026-08-02 10:00:12.350,18.521785,73.871369,46.2,73.0,490.4,27.3,67.8,3.47
2026-08-02 10:00:12.400,18.521929,73.871431,50.9,84.3,500.0,27.38,68.6,3.36
2026-08-02 10:00:12.450,18.522104,73.87127,50.6,84.2,491.2,27.33,68.6,3.42
2026-08-02 10:00:12.500,18.521939,73.871496,51.2,82.9,485.6,27.44,68.8,3.53
2026-08-02 10:00:12.550,18.522203,73.871162,49.5,85.0,489.1,27.24,69.3,3.55
2026-08-02 10:00:12.600,18.522076,73.871411,48.7,80.7,500.6,27.35,68.5,3.28
2026-08-02 10:00:12.650,18.522148,73.871147,49.7,85.6,499.0,27.45,68.3,3.53
2026-08-02 10:00:12.700,18.521926,73.871416,47.6,79.6,499.8,27.37,68.8,3.4
2026-08-02 10:00:12.750,18.522233,73.871337,52.4,87.5,498.5,27.39,69.2,3.49
2026-08-02 10:00:12.800,18.522113,73.871424,51.3,84.6,508.0,27.28,68.2,3.48
2026-08-02 10:00:12.850,18.522075,73.8714,49.9,83.1,490.9,27.37,69.1,3.32
2026-08-02 10:00:12.900,18.522129,73.871411,49.0,81.5,497.5,27.32,68.2,3.5
2026-08-02 10:00:12.950,18.522078,73.871368,48.5,79.5,492.3,27.3,69.2,3.29
2026-08-02 10:00:13.000,18.522216,73.871299,48.0,79.9,491.6,27.49,68.7,3.69
2026-08-02 10:00:13.050,18.522046,73.871461,49.6,79.8,499.3,27.33,68.2,3.32
2026-08-02 10:00:13.100,18.522034,73.871363,52.2,85.2,489.9,27.28,68.9,3.21
2026-08-02 10:00:13.150,18.522049,73.871402,48.9,80.5,492.5,27.37,69.1,3.39
2026-08-02 10:00:13.200,18.522105,73.871365,49.7,84.9,502.4,27.33,69.8,3.4
2026-08-02 10:00:13.250,18.522092,73.871184,45.8,74.3,493.8,27.35,69.4,3.46
2026-08-02 10:00:13.300,18.521868,73.871466,49.7,81.6,487.8,27.31,70.0,3.48
2026-08-02 10:00:13.350,18.522229,73.871293,50.5,82.2,495.7,27.28,69.4,3.82
2026-08-02 10:00:13.400,18.521989,73.871496,47.7,80.9,488.2,27.36,69.5,3.45
2026-08-02 10:00:13.450,18.52205,73.871438,52.7,88.2,486.8,27.29,69.0,3.48
2026-08-02 10:00:13.500,18.522071,73.871433,49.3,80.8,497.4,27.38,69.5,3.7
2026-08-02 10:00:13.550,18.522212,73.871552,50.8,84.1,493.6,27.34,68.8,3.58
2026-08-02 10:00:13.600,18.521873,73.871463,51.1,84.1,492.8,27.35,69.0,3.68
2026-08-02 10:00:13.650,18.521965,73.871588,49.4,81.7,490.2,27.26,68.6,3.54
2026-08-02 10:00:13.700,18.522427,73.871419,52.2,86.7,489.8,27.32,69.2,3.42
2026-08-02 10:00:13.750,18.522303,73.871368,49.9,85.8,499.9,27.36,69.1,3.31
2026-08-02 10:00:13.800,18.522358,73.871444,49.0,81.9,498.0,27.32,69.2,3.36
2026-08-02 10:00:13.850,18.522124,73.871517,49.1,82.3,483.6,27.38,68.8,3.35
2026-08-02 10:00:13.900,18.522311,73.871344,48.4,80.6,498.2,27.29,69.1,3.4
2026-08-02 10:00:13.950,18.522144,73.871586,51.1,81.7,497.6,27.24,69.1,3.53
2026-08-02 10:00:14.000,18.522122,73.871504,51.2,84.5,502.5,27.42,68.5,3.58
2026-08-02 10:00:14.050,18.521962,73.871511,50.3,83.7,497.6,27.3,69.1,3.55
2026-08-02 10:00:14.100,18.522177,73.871364,48.9,81.4,499.0,27.33,69.0,3.42
