timestamp,latitude,longitude,pm2_5,pm10,co2,temperature,humidity,wind_speed,wind_direction
2026-08-07 05:00:00,19.043212,73.068338,35.41,71.88,537.08,25.23,88.63,2.82,238.7
2026-08-07 05:05:00,19.048873,73.07091,39.55,66.36,528.83,25.47,85.31,2.7,238.2
2026-08-07 05:10:00,19.050964,73.073869,37.78,62.21,536.59,25.19,89.62,3.26,252.3
2026-08-07 05:15:00,19.052742,73.063989,45.85,75.29,524.95,25.13,88.73,3.08,240.1
2026-08-07 05:20:00,19.053267,73.06847,48.55,78.56,529.72,25.26,87.22,3.07,246.0
2026-08-07 05:25:00,19.053612,73.076181,36.76,61.98,529.87,25.43,86.78,3.22,245.3
2026-08-07 05:30:00,19.048815,73.065501,37.4,67.04,523.48,25.3,85.93,3.61,249.4
2026-08-07 05:35:00,19.048338,73.065123,42.43,65.39,539.28,25.82,87.33,2.47,270.7
2026-08-07 05:40:00,19.053883,73.070041,44.43,78.11,539.98,26.08,85.24,2.7,262.8
2026-08-07 05:45:00,19.049477,73.073123,35.94,69.26,540.24,25.33,86.13,2.72,255.1
2026-08-07 05:50:00,19.044922,73.069125,43.93,68.41,550.5,25.96,87.07,2.65,249.4
2026-08-07 05:55:00,19.04552,73.075449,43.04,69.54,550.45,25.93,84.29,2.59,249.8
2026-08-07 06:00:00,19.046418,73.073183,41.06,71.27,533.03,26.19,83.98,2.77,258.9
2026-08-07 06:05:00,19.052368,73.073111,40.03,73.38,541.32,26.13,82.73,2.53,262.0
2026-08-07 06:10:00,19.050878,73.07173,45.31,67.38,532.17,25.69,82.76,2.91,244.1
2026-08-07 06:15:00,19.05318,73.080243,44.35,67.46,539.44,25.82,81.17,2.83,255.4
2026-08-07 06:20:00,19.048486,73.068085,49.37,76.55,534.0,26.34,85.56,2.92,230.5
2026-08-07 06:25:00,19.050946,73.059453,45.1,70.83,556.98,26.75,87.29,2.92,257.3
2026-08-07 06:30:00,19.052907,73.07677,45.27,67.17,545.18,25.68,86.39,2.93,263.8
2026-08-07 06:35:00,19.048981,73.066873,44.45,75.27,540.11,26.64,80.68,2.67,251.2
2026-08-07 06:40:00,19.052198,73.069588,49.22,78.87,554.96,27.0,84.7,3.29,276.3
2026-08-07 06:45:00,19.0475,73.075356,46.6,67.85,522.03,26.59,85.74,2.8,243.8
2026-08-07 06:50:00,19.048755,73.061379,48.3,75.27,524.28,26.91,82.14,2.26,256.8
2026-08-07 06:55:00,19.048677,73.063062,44.5,77.7,553.05,26.53,82.92,2.47,253.6
2026-08-07 07:00:00,19.045257,73.061384,44.89,76.52,546.34,26.8,78.91,2.27,252.6
2026-08-07 07:05:00,19.052325,73.065258,52.45,88.29,548.85,26.34,82.79,2.69,252.2
2026-08-07 07:10:00,19.048309,73.07118,48.16,70.06,533.67,26.15,80.17,2.65,254.7
2026-08-07 07:15:00,19.050332,73.071586,50.07,77.4,547.26,27.37,82.23,2.54,263.3
2026-08-07 07:20:00,19.052299,73.070396,47.13,77.07,568.06,26.76,78.84,3.15,269.4
2026-08-07 07:25:00,19.052155,73.062289,47.57,76.85,556.76,27.01,82.41,2.77,252.6
2026-08-07 07:30:00,19.053075,73.057982,47.86,80.3,550.68,26.75,83.06,2.8,262.1
2026-08-07 07:35:00,19.049866,73.069331,47.01,83.33,545.02,26.81,79.59,2.37,243.6
2026-08-07 07:40:00,19.048502,73.066805,49.74,84.57,545.85,27.3,78.73,2.34,260.9
2026-08-07 07:45:00,19.049945,73.071275,42.5,82.82,528.86,27.18,76.68,2.58,242.2
2026-08-07 07:50:00,19.043193,73.072439,45.85,77.23,553.05,27.63,79.87,2.6,264.1
2026-08-07 07:55:00,19.044202,73.069734,46.08,79.25,559.21,27.72,79.09,2.08,277.2
2026-08-07 08:00:00,19.044725,73.072719,42.66,81.07,535.25,27.74,77.13,2.48,248.8
2026-08-07 08:05:00,19.046092,73.07017,45.89,78.63,544.6,27.77,80.52,2.51,223.6
2026-08-07 08:10:00,19.051959,73.071614,46.46,79.3,539.81,28.3,78.69,2.44,242.9
2026-08-07 08:15:00,19.046477,73.065688,47.83,81.68,541.87,27.44,77.35,2.27,263.9
2026-08-07 08:20:00,19.048692,73.068208,51.01,78.36,552.15,27.86,78.08,2.33,255.3
2026-08-07 08:25:00,19.055737,73.070015,52.39,81.96,530.83,28.34,80.8,2.4,251.2
2026-08-07 08:30:00,19.048784,73.073009,46.11,76.95,557.84,28.44,79.75,2.45,259.9
2026-08-07 08:35:00,19.053378,73.06718,61.52,99.56,559.23,27.57,78.22,2.56,253.1
2026-08-07 08:40:00,19.046359,73.071572,50.97,78.68,549.13,28.01,79.37,2.66,261.4
2026-08-07 08:45:00,19.049417,73.067794,46.64,80.46,526.76,28.66,75.96,2.3,257.3
2026-08-07 08:50:00,19.04629,73.068506,46.5,81.36,541.49,28.42,77.91,2.25,264.1
2026-08-07 08:55:00,19.048856,73.073052,49.88,77.16,563.64,28.37,77.92,2.45,249.6
2026-08-07 09:00:00,19.053809,73.059503,48.28,81.94,523.36,28.29,76.61,2.48,255.6
2026-08-07 09:05:00,19.043025,73.062847,50.06,80.09,547.46,28.29,78.05,2.2,240.5
2026-08-07 09:10:00,19.052105,73.061956,49.7,75.24,538.91,28.58,75.67,2.49,236.4
2026-08-07 09:15:00,19.051278,73.057869,50.13,84.22,558.5,28.45,77.8,2.52,263.6
2026-08-07 09:20:00,19.047785,73.065814,46.12,76.39,543.42,28.57,77.69,2.58,245.1
2026-08-07 09:25:00,19.044207,73.072667,48.4,71.64,553.91,28.67,71.27,2.68,251.6
2026-08-07 09:30:00,19.050583,73.067703,49.25,75.88,555.2,28.46,78.48,2.0,242.8
2026-08-07 09:35:00,19.048056,73.070019,45.52,73.97,567.57,28.94,70.67,2.21,233.7
2026-08-07 09:40:00,19.051257,73.074298,44.65,78.13,546.82,29.83,74.87,2.19,240.2
2026-08-07 09:45:00,19.050372,73.075443,49.75,76.69,552.23,28.24,77.65,2.14,256.7
2026-08-07 09:50:00,19.057007,73.068738,53.63,85.19,533.23,29.02,75.07,1.99,245.5
2026-08-07 09:55:00,19.049275,73.075567,45.66,79.98,559.59,28.69,72.83,1.76,217.6
2026-08-07 10:00:00,19.045981,73.069512,47.7,78.71,539.67,29.21,73.34,2.14,234.9
2026-08-07 10:05:00,19.051033,73.06505,52.83,81.82,541.25,29.07,77.0,1.91,258.2
2026-08-07 10:10:00,19.051204,73.066217,45.73,83.2,546.21,29.37,71.53,2.1,233.6
2026-08-07 10:15:00,19.055989,73.061963,47.23,83.57,530.37,29.56,76.87,1.87,213.9
2026-08-07 10:20:00,19.053787,73.064807,59.19,87.53,547.85,29.26,74.59,1.77,257.5
2026-08-07 10:25:00,19.051779,73.067352,55.57,81.73,554.8,29.63,72.39,2.09,242.3
2026-08-07 10:30:00,19.056426,73.072927,48.19,67.91,547.62,28.46,73.35,2.05,232.6
2026-08-07 10:35:00,19.045287,73.07733,49.02,76.34,528.37,29.88,72.43,2.14,228.2
2026-08-07 10:40:00,19.047593,73.062436,44.54,76.02,542.59,29.5,75.68,2.53,245.0
2026-08-07 10:45:00,19.046388,73.070956,44.48,80.04,550.82,29.78,75.31,2.03,224.7
2026-08-07 10:50:00,19.048643,73.064075,48.06,80.55,524.2,29.02,70.76,2.07,244.3
2026-08-07 10:55:00,19.044498,73.071349,46.99,76.34,531.81,29.19,73.01,1.66,236.3
2026-08-07 11:00:00,19.052948,73.068441,55.27,83.51,550.92,29.57,72.06,1.59,232.0
2026-08-07 11:05:00,19.049347,73.060282,46.24,77.15,544.46,29.55,75.82,2.29,230.1
2026-08-07 11:10:00,19.044103,73.073526,47.21,72.93,545.49,29.68,70.95,1.65,225.5
2026-08-07 11:15:00,19.046015,73.066166,46.84,74.88,559.58,30.0,76.16,1.6,239.4
2026-08-07 11:20:00,19.051597,73.066507,52.77,85.1,545.31,29.03,73.11,1.84,215.7
2026-08-07 11:25:00,19.0538,73.063935,58.25,86.49,546.85,30.02,70.98,1.81,205.9
2026-08-07 11:30:00,19.058666,73.065929,46.0,82.59,567.04,29.71,71.76,1.59,231.9
2026-08-07 11:35:00,19.062518,73.071124,40.96,77.01,537.47,29.66,71.44,1.73,231.4
2026-08-07 11:40:00,19.052021,73.068162,52.85,76.65,531.31,29.25,70.5,2.1,228.8
2026-08-07 11:45:00,19.046124,73.070648,48.7,77.93,543.27,29.96,72.88,1.57,227.2
2026-08-07 11:50:00,19.041325,73.070807,43.55,76.71,543.11,28.97,70.42,1.41,217.7
2026-08-07 11:55:00,19.051404,73.075409,41.55,74.21,533.19,30.06,68.63,1.98,230.2
2026-08-07 12:00:00,19.046866,73.067425,45.99,70.64,527.88,29.33,71.81,1.85,219.5
2026-08-07 12:05:00,19.048535,73.061981,47.86,70.17,561.07,29.89,69.18,1.56,213.4
2026-08-07 12:10:00,19.047709,73.074193,49.77,71.33,541.03,29.85,71.01,1.31,214.7
2026-08-07 12:15:00,19.049689,73.067479,47.25,76.22,530.24,30.32,70.67,1.5,242.0
2026-08-07 12:20:00,19.054757,73.07442,44.7,69.51,546.54,29.86,70.69,1.66,196.1
2026-08-07 12:25:00,19.05094,73.07091,43.71,75.37,536.13,29.69,75.81,1.95,222.2
2026-08-07 12:30:00,19.049614,73.068441,45.77,68.61,534.55,29.77,72.27,1.39,195.3
2026-08-07 12:35:00,19.04593,73.070744,44.71,72.25,542.58,30.41,72.57,1.62,213.4
2026-08-07 12:40:00,19.043246,73.078435,43.03,73.44,523.93,30.16,68.9,1.79,208.7
2026-08-07 12:45:00,19.048238,73.07904,50.04,82.73,540.29,29.84,70.89,1.02,188.2
2026-08-07 12:50:00,19.050054,73.069403,49.74,67.85,555.82,29.9,72.43,1.86,217.1
2026-08-07 12:55:00,19.057705,73.069839,50.04,81.74,541.3,29.44,70.18,1.29,207.1
2026-08-07 13:00:00,19.050827,73.074236,43.14,73.42,532.84,30.13,73.65,1.66,185.8
2026-08-07 13:05:00,19.054408,73.065011,63.87,97.76,531.51,29.38,69.84,1.63,220.3
2026-08-07 13:10:00,19.048183,73.070669,46.71,73.24,532.48,30.26,71.48,1.83,226.7
2026-08-07 13:15:00,19.045303,73.068946,46.24,74.51,534.06,30.04,70.95,1.68,226.6
2026-08-07 13:20:00,19.046227,73.070577,48.09,72.11,532.86,30.83,72.3,0.94,212.3
2026-08-07 13:25:00,19.047234,73.06507,46.69,78.54,545.86,29.61,70.86,1.33,207.9
2026-08-07 13:30:00,19.05922,73.06144,47.14,71.19,519.43,29.95,71.54,1.55,222.5
2026-08-07 13:35:00,19.04683,73.05912,46.7,77.25,545.48,30.61,71.63,1.46,226.1
2026-08-07 13:40:00,19.053802,73.063707,55.11,82.86,533.17,30.39,70.75,1.62,218.8
2026-08-07 13:45:00,19.046488,73.066868,41.16,72.5,540.86,29.73,72.98,1.69,193.2
2026-08-07 13:50:00,19.054193,73.067663,60.5,89.51,525.96,30.04,72.57,1.64,206.3
2026-08-07 13:55:00,19.051897,73.078369,44.03,74.61,550.67,29.95,72.02,1.42,208.4
2026-08-07 14:00:00,19.049622,73.074379,42.39,78.6,550.02,30.03,71.44,1.01,180.8
2026-08-07 14:05:00,19.050109,73.064452,49.95,73.55,547.35,29.68,73.7,1.35,207.5
2026-08-07 14:10:00,19.04753,73.070739,49.38,72.12,522.81,29.87,71.89,1.56,228.5
2026-08-07 14:15:00,19.052154,73.067116,55.21,77.8,546.47,29.33,71.82,1.18,208.2
2026-08-07 14:20:00,19.048369,73.067705,46.13,72.17,542.46,29.92,72.63,1.6,217.6
2026-08-07 14:25:00,19.045132,73.06996,48.63,66.69,522.61,30.01,75.56,1.67,201.5
2026-08-07 14:30:00,19.044913,73.072042,45.6,69.47,538.69,29.75,70.16,1.46,197.8
2026-08-07 14:35:00,19.051005,73.067442,48.38,77.31,542.85,29.24,74.03,0.66,202.7
2026-08-07 14:40:00,19.056912,73.074176,43.19,78.57,545.06,30.13,69.32,1.1,187.7
2026-08-07 14:45:00,19.050952,73.063589,47.94,86.38,541.58,29.88,73.2,1.89,185.4
2026-08-07 14:50:00,19.049782,73.0691,46.22,71.46,543.03,29.48,75.74,1.28,211.5
2026-08-07 14:55:00,19.05148,73.081539,42.87,79.24,555.18,29.6,73.87,0.92,212.3
2026-08-07 15:00:00,19.055765,73.070141,49.9,80.28,553.05,29.15,73.4,1.72,183.4
2026-08-07 15:05:00,19.051201,73.075949,45.81,73.07,512.46,29.28,72.18,1.41,206.3
2026-08-07 15:10:00,19.048554,73.069509,50.23,75.54,538.31,29.42,73.35,1.68,193.2
2026-08-07 15:15:00,19.054926,73.071858,49.08,75.34,540.2,30.01,72.95,1.47,197.8
2026-08-07 15:20:00,19.052081,73.068797,49.78,79.36,524.7,29.32,72.1,1.52,198.7
2026-08-07 15:25:00,19.05673,73.068252,55.86,85.03,543.54,29.73,73.12,1.49,204.6
2026-08-07 15:30:00,19.05105,73.065328,49.03,72.16,555.46,29.28,74.12,1.57,193.2
2026-08-07 15:35:00,19.045137,73.071135,45.96,68.06,532.49,29.52,72.5,1.97,208.7
2026-08-07 15:40:00,19.044534,73.064983,44.01,76.95,547.11,29.35,72.56,1.64,195.0
2026-08-07 15:45:00,19.057214,73.072265,46.52,73.74,534.97,29.66,71.7,1.01,198.4
2026-08-07 15:50:00,19.057519,73.074279,44.94,72.16,537.79,29.13,74.99,1.51,180.5
2026-08-07 15:55:00,19.049526,73.070829,43.89,74.73,559.67,28.72,75.41,1.69,216.0
2026-08-07 16:00:00,19.048671,73.067696,48.06,78.03,539.85,28.75,74.99,1.71,195.3
2026-08-07 16:05:00,19.056418,73.071249,49.04,77.33,550.28,29.0,76.45,1.3,197.9
2026-08-07 16:10:00,19.04563,73.067588,42.81,72.26,527.31,28.7,75.03,1.7,169.7
2026-08-07 16:15:00,19.046522,73.073561,46.69,79.88,565.01,29.24,75.73,1.64,178.7
2026-08-07 16:20:00,19.052982,73.060279,49.71,81.91,552.77,28.88,75.73,2.06,203.1
2026-08-07 16:25:00,19.048623,73.067459,49.63,77.24,545.26,29.83,75.18,1.23,191.4
2026-08-07 16:30:00,19.050258,73.059514,49.52,79.11,553.17,28.34,74.55,1.3,164.7
2026-08-07 16:35:00,19.049594,73.061894,47.36,80.33,533.63,28.97,79.66,1.35,199.8
2026-08-07 16:40:00,19.051698,73.075617,45.29,79.83,559.86,28.45,75.03,1.31,180.6
2026-08-07 16:45:00,19.056191,73.073367,44.89,77.97,545.08,28.62,74.82,1.21,203.8
2026-08-07 16:50:00,19.05066,73.065616,49.87,80.29,546.54,28.79,76.97,0.75,185.6
2026-08-07 16:55:00,19.052985,73.061858,50.09,80.16,543.92,27.87,76.83,1.34,188.9
2026-08-07 17:00:00,19.041669,73.05484,50.3,71.06,543.25,28.72,74.02,1.55,200.3
2026-08-07 17:05:00,19.050075,73.066461,50.8,79.56,556.21,29.24,78.76,1.34,175.2
2026-08-07 17:10:00,19.046738,73.080688,47.05,70.05,552.01,28.36,76.76,1.95,173.9
2026-08-07 17:15:00,19.045161,73.071157,44.49,72.29,556.12,28.56,75.11,1.48,183.3
2026-08-07 17:20:00,19.046592,73.066384,46.61,80.67,549.65,28.77,79.45,1.8,195.5
2026-08-07 17:25:00,19.048877,73.071302,47.83,78.8,554.97,28.29,78.63,1.55,169.4
2026-08-07 17:30:00,19.054127,73.061577,49.07,84.47,545.73,28.09,75.42,1.7,165.3
2026-08-07 17:35:00,19.044709,73.067643,45.92,74.25,572.26,27.44,81.09,1.58,195.1
2026-08-07 17:40:00,19.050409,73.069547,48.25,71.32,534.3,28.4,79.28,1.86,177.9
2026-08-07 17:45:00,19.048246,73.068657,46.02,74.28,562.57,28.07,78.28,1.54,180.4
2026-08-07 17:50:00,19.048904,73.072866,45.64,75.52,563.6,27.7,81.36,1.66,162.8
2026-08-07 17:55:00,19.054492,73.070724,50.37,79.03,541.32,28.03,78.99,1.63,176.9
2026-08-07 18:00:00,19.05254,73.072278,46.25,79.79,572.02,27.72,78.86,1.48,184.9
2026-08-07 18:05:00,19.054983,73.066209,63.1,98.01,559.54,27.68,77.93,1.66,196.2
2026-08-07 18:10:00,19.049631,73.07338,47.35,76.04,559.12,28.01,80.37,2.13,175.8
2026-08-07 18:15:00,19.047357,73.076889,43.98,70.52,549.48,27.27,80.4,1.52,205.0
2026-08-07 18:20:00,19.04934,73.064413,45.62,76.46,546.78,28.04,79.78,1.7,176.9
2026-08-07 18:25:00,19.051298,73.064809,52.57,78.23,546.58,27.12,78.54,1.92,177.0
2026-08-07 18:30:00,19.051022,73.075482,43.52,70.93,552.27,27.31,80.41,1.9,203.7
2026-08-07 18:35:00,19.045726,73.068152,41.17,72.78,562.03,28.16,80.27,1.63,187.9
2026-08-07 18:40:00,19.05066,73.075808,41.59,72.77,549.46,27.81,78.21,1.05,178.9
2026-08-07 18:45:00,19.051239,73.066946,48.94,76.63,538.12,27.39,78.18,1.79,183.8
2026-08-07 18:50:00,19.060853,73.076054,45.59,80.11,555.04,26.96,82.06,1.12,202.1
2026-08-07 18:55:00,19.058163,73.069701,46.73,74.72,555.54,27.04,76.58,2.05,203.6
2026-08-07 19:00:00,19.046696,73.070309,47.92,71.53,552.37,27.18,81.85,1.74,176.4
2026-08-07 19:05:00,19.049073,73.076581,38.77,63.83,552.75,27.1,80.83,1.96,185.9
2026-08-07 19:10:00,19.044134,73.067334,45.61,68.36,542.03,26.99,84.27,1.5,187.7
2026-08-07 19:15:00,19.047799,73.064553,48.09,70.61,534.86,26.95,81.24,1.35,175.0
2026-08-07 19:20:00,19.051606,73.066917,46.09,74.8,534.86,26.82,83.54,1.82,186.4
2026-08-07 19:25:00,19.055345,73.071241,44.79,78.85,526.56,26.33,81.85,1.76,187.4
2026-08-07 19:30:00,19.047218,73.061554,42.03,70.02,544.62,26.58,82.99,1.66,201.3
2026-08-07 19:35:00,19.047533,73.07213,41.45,75.5,540.74,27.02,84.33,1.82,202.5
2026-08-07 19:40:00,19.041261,73.066484,42.5,70.24,536.48,26.16,82.39,2.5,184.3
2026-08-07 19:45:00,19.049597,73.07458,46.27,69.8,510.6,26.5,85.23,2.04,186.0
2026-08-07 19:50:00,19.045818,73.057578,46.95,68.94,526.95,26.22,81.86,2.11,196.9
2026-08-07 19:55:00,19.048056,73.065294,41.72,69.0,549.88,26.48,84.4,2.07,182.3
2026-08-07 20:00:00,19.046597,73.060975,46.56,75.44,531.27,26.24,85.74,2.24,196.8
2026-08-07 20:05:00,19.049884,73.065104,42.62,59.82,540.74,26.83,85.48,1.84,189.0
2026-08-07 20:10:00,19.042898,73.070259,45.65,59.82,522.45,26.43,87.95,1.39,178.8
2026-08-07 20:15:00,19.044118,73.06821,41.12,65.27,549.95,25.73,83.34,1.88,179.4
2026-08-07 20:20:00,19.059223,73.067854,42.9,69.3,533.32,26.36,82.44,2.14,208.7
2026-08-07 20:25:00,19.044873,73.068306,41.61,69.45,536.85,25.79,83.34,1.71,189.9
2026-08-07 20:30:00,19.045674,73.070046,47.79,68.2,556.4,25.8,86.53,1.93,211.9
2026-08-07 20:35:00,19.057995,73.064229,46.44,70.4,547.5,26.05,86.44,1.82,186.5
2026-08-07 20:40:00,19.062481,73.072463,38.29,69.63,528.46,25.7,85.93,2.38,196.7
2026-08-07 20:45:00,19.045359,73.072251,41.86,69.3,524.78,26.13,83.93,2.21,222.4
2026-08-07 20:50:00,19.048733,73.070918,38.53,65.56,526.65,25.48,87.53,2.2,181.5
2026-08-07 20:55:00,19.051715,73.071741,38.2,68.64,534.2,25.48,84.14,2.21,171.9
2026-08-07 21:00:00,19.057541,73.070493,42.33,67.17,527.25,25.41,88.63,2.07,210.7
2026-08-07 21:05:00,19.046135,73.078838,38.59,61.45,523.56,25.38,91.88,2.14,185.9
2026-08-07 21:10:00,19.04925,73.068652,39.06,66.36,541.4,25.91,87.58,1.81,196.1
2026-08-07 21:15:00,19.053545,73.067596,50.75,81.24,524.82,25.69,88.16,1.58,189.9
2026-08-07 21:20:00,19.052106,73.065453,45.08,71.85,548.19,26.01,86.41,2.18,200.7
2026-08-07 21:25:00,19.0487,73.064115,38.52,68.29,525.36,26.15,84.22,2.24,186.7
2026-08-07 21:30:00,19.049718,73.063097,32.98,52.46,541.56,24.94,86.58,2.48,196.5
2026-08-07 21:35:00,19.044505,73.064804,38.49,55.94,526.56,25.27,85.88,2.59,204.7
2026-08-07 21:40:00,19.04928,73.068731,34.63,56.78,531.91,24.78,85.41,2.61,187.8
2026-08-07 21:45:00,19.049161,73.070675,33.2,59.58,514.34,24.87,91.29,1.98,192.2
2026-08-07 21:50:00,19.051255,73.069315,37.44,61.5,512.38,24.87,88.85,2.16,197.0
2026-08-07 21:55:00,19.047948,73.065395,36.25,54.39,524.86,24.67,89.21,2.39,184.7
2026-08-07 22:00:00,19.05226,73.073391,34.26,56.21,529.5,24.62,88.14,2.92,197.4
2026-08-07 22:05:00,19.054533,73.072619,37.86,56.84,519.4,24.89,88.54,2.67,204.6
2026-08-07 22:10:00,19.050933,73.068304,33.91,71.6,505.53,24.47,90.75,2.6,199.0
2026-08-07 22:15:00,19.051757,73.065936,39.52,73.84,504.21,25.15,89.1,2.24,201.3
2026-08-07 22:20:00,19.050503,73.071702,33.74,57.47,502.98,24.48,90.27,2.13,205.0
2026-08-07 22:25:00,19.05028,73.069972,35.01,57.72,499.03,25.75,89.11,2.57,198.0
2026-08-07 22:30:00,19.047249,73.062119,35.28,53.92,517.28,24.56,88.99,2.11,214.9
2026-08-07 22:35:00,19.051609,73.068744,34.65,54.16,526.93,24.7,87.21,2.34,224.5
