timestamp,latitude,longitude,pm2_5_ug_m3,pm10_ug_m3,co2_ppm,temperature_c,humidity_percent,wind_speed_m_s,aqi_demo
2026-07-26 10:00:13.200,18.484328,73.828876,16.1,25.5,435.6,24.33,82.7,2.97,54
2026-07-26 10:00:13.800,18.484376,73.828869,15.0,26.1,437.6,24.3,82.6,3.04,50
2026-07-26 10:00:14.400,18.484413,73.828864,14.9,26.4,437.1,24.26,82.0,3.05,50
2026-07-26 10:00:15.000,18.484483,73.828906,15.7,26.1,427.7,24.3,82.2,2.93,52
2026-07-26 10:00:15.600,18.484462,73.828935,14.8,26.5,432.0,24.26,83.2,2.95,50
2026-07-26 10:00:16.200,18.484473,73.828914,15.6,25.0,432.5,24.27,83.2,3.07,52
2026-07-26 10:00:16.800,18.484527,73.828928,15.1,25.4,433.6,24.35,82.6,3.01,50
2026-07-26 10:00:17.400,18.484572,73.828988,15.3,25.9,435.0,24.37,81.9,3.15,52
2026-07-26 10:00:18.000,18.48464,73.828966,16.4,25.3,431.3,24.31,82.8,3.0,55
2026-07-26 10:00:18.600,18.484659,73.829018,16.0,26.5,434.3,24.32,82.7,2.95,53
2026-07-26 10:00:19.200,18.48466,73.82907,15.8,25.7,428.3,24.37,82.6,2.94,52
2026-07-26 10:00:19.800,18.484755,73.829029,16.4,25.8,437.9,24.42,82.5,3.17,55
2026-07-26 10:00:20.400,18.484723,73.829076,16.0,25.0,436.0,24.39,83.3,2.99,53
2026-07-26 10:00:21.000,18.484823,73.829037,15.5,26.9,432.5,24.39,82.9,3.11,52
2026-07-26 10:00:21.600,18.484807,73.829083,15.6,25.4,429.9,24.21,83.1,3.0,52
2026-07-26 10:00:22.200,18.484904,73.829106,14.9,26.5,433.4,24.39,83.0,3.07,50
2026-07-26 10:00:22.800,18.484939,73.829085,15.5,25.0,437.3,24.43,82.6,3.0,51
2026-07-26 10:00:23.400,18.48499,73.829125,16.0,25.5,437.6,24.4,83.1,2.93,52
2026-07-26 10:00:24.000,18.485001,73.829088,15.4,24.2,437.4,24.39,83.0,2.99,50
2026-07-26 10:00:24.600,18.485026,73.829135,15.5,26.5,434.3,24.31,82.8,3.2,51
2026-07-26 10:00:25.200,18.485061,73.829127,15.8,27.0,434.9,24.46,82.5,3.08,52
2026-07-26 10:00:25.800,18.485078,73.829103,15.4,25.9,440.1,24.46,83.3,3.13,51
2026-07-26 10:00:26.400,18.485107,73.829171,16.5,24.4,435.3,24.46,82.9,3.07,53
2026-07-26 10:00:27.000,18.485139,73.829189,15.7,25.2,439.6,24.27,82.6,3.12,51
2026-07-26 10:00:27.600,18.485175,73.829243,16.0,26.2,436.4,24.52,83.1,3.04,51
2026-07-26 10:00:28.200,18.485228,73.829174,15.5,26.1,435.6,24.41,83.2,3.12,51
2026-07-26 10:00:28.800,18.485276,73.829246,16.3,26.7,434.2,24.38,83.8,3.1,55
2026-07-26 10:00:29.400,18.485295,73.82922,16.1,26.2,432.3,24.34,82.9,3.26,53
2026-07-26 10:00:30.000,18.485322,73.829253,15.0,27.0,438.2,24.43,82.7,3.14,51
2026-07-26 10:00:30.600,18.485364,73.829246,15.4,25.4,437.4,24.49,82.9,3.18,50
2026-07-26 10:00:31.200,18.48543,73.829308,16.0,26.1,433.5,24.44,82.9,3.03,54
2026-07-26 10:00:31.800,18.485432,73.829307,15.9,25.4,434.5,24.39,83.2,3.12,53
2026-07-26 10:00:32.400,18.485465,73.829323,16.5,26.4,441.4,24.47,83.3,3.17,53
2026-07-26 10:00:33.000,18.485489,73.829373,15.7,26.6,435.0,24.59,83.8,3.2,52
2026-07-26 10:00:33.600,18.485568,73.82928,16.2,25.7,440.0,24.44,83.3,3.24,53
2026-07-26 10:00:34.200,18.485538,73.829291,16.3,26.4,440.3,24.45,83.3,3.18,54
2026-07-26 10:00:34.800,18.485576,73.829377,15.2,27.1,440.4,24.48,83.7,3.3,51
2026-07-26 10:00:35.400,18.485649,73.82941,16.5,26.6,438.3,24.51,82.8,3.14,55
2026-07-26 10:00:36.000,18.485691,73.829405,15.9,26.0,437.8,24.49,83.5,3.09,51
2026-07-26 10:00:36.600,18.485724,73.829416,16.0,25.8,438.3,24.43,83.5,3.2,53
2026-07-26 10:00:37.200,18.485783,73.829409,15.9,26.6,444.6,24.47,84.0,3.09,53
2026-07-26 10:00:37.800,18.485819,73.829433,16.2,26.0,437.7,24.44,83.4,3.14,53
2026-07-26 10:00:38.400,18.485774,73.829446,16.3,25.9,441.7,24.47,83.5,3.09,53
2026-07-26 10:00:39.000,18.485839,73.829436,16.2,26.9,437.5,24.42,83.3,3.1,52
2026-07-26 10:00:39.600,18.485853,73.829475,16.4,28.0,438.0,24.5,83.5,3.2,54
2026-07-26 10:00:40.200,18.485916,73.82943,16.6,26.4,438.3,24.42,83.0,3.15,54
2026-07-26 10:00:40.800,18.485927,73.829532,15.9,26.5,439.1,24.52,83.1,3.17,52
2026-07-26 10:00:41.400,18.486003,73.829502,16.4,26.1,439.3,24.5,83.1,3.18,53
2026-07-26 10:00:42.000,18.486006,73.829499,16.1,26.3,437.7,24.48,83.6,3.34,54
2026-07-26 10:00:42.600,18.48607,73.829523,16.4,27.0,442.3,24.44,83.8,3.25,53
2026-07-26 10:00:43.200,18.486069,73.82948,16.3,27.2,435.8,24.54,83.1,3.29,52
2026-07-26 10:00:43.800,18.486109,73.829533,16.4,27.5,439.3,24.54,83.9,3.31,53
2026-07-26 10:00:44.400,18.486113,73.829528,16.7,26.2,440.7,24.42,84.0,3.25,54
2026-07-26 10:00:45.000,18.486158,73.829572,16.6,26.7,441.1,24.56,84.4,3.29,55
2026-07-26 10:00:45.600,18.486219,73.829562,16.2,26.5,440.6,24.56,83.1,3.18,54
2026-07-26 10:00:46.200,18.486204,73.829581,16.4,26.1,441.7,24.47,84.0,3.19,53
2026-07-26 10:00:46.800,18.48629,73.829604,16.6,27.4,436.6,24.62,83.7,3.06,53
2026-07-26 10:00:47.400,18.48629,73.82956,16.3,25.8,446.3,24.59,83.2,3.22,54
2026-07-26 10:00:48.000,18.486348,73.829618,16.3,27.2,438.4,24.63,84.2,3.25,54
2026-07-26 10:00:48.600,18.486357,73.829582,16.3,26.5,444.3,24.53,83.2,3.24,54
2026-07-26 10:00:49.200,18.48636,73.829619,16.5,26.2,436.6,24.51,83.7,3.31,54
2026-07-26 10:00:49.800,18.486394,73.829656,16.7,26.8,439.6,24.6,84.0,3.38,55
2026-07-26 10:00:50.400,18.486464,73.829643,16.5,27.4,443.8,24.58,83.9,3.09,51
2026-07-26 10:00:51.000,18.486484,73.829647,16.7,28.3,439.5,24.55,84.2,3.25,56
2026-07-26 10:00:51.600,18.486473,73.829645,16.3,27.4,439.3,24.54,84.1,3.36,51
2026-07-26 10:00:52.200,18.486524,73.829668,16.3,27.1,442.2,24.6,84.2,3.22,53
2026-07-26 10:00:52.800,18.486512,73.829674,16.1,28.6,438.3,24.58,84.2,3.5,54
2026-07-26 10:00:53.400,18.486566,73.829652,16.4,26.6,437.9,24.56,84.1,3.18,56
2026-07-26 10:00:54.000,18.486651,73.829727,16.3,26.7,434.9,24.43,83.9,3.33,54
2026-07-26 10:00:54.600,18.486636,73.82974,16.8,27.0,438.8,24.58,84.3,3.37,53
2026-07-26 10:00:55.200,18.486675,73.82972,16.9,27.2,445.9,24.52,84.3,3.4,55
2026-07-26 10:00:55.800,18.486675,73.829716,16.0,28.2,440.2,24.63,84.0,3.31,53
2026-07-26 10:00:56.400,18.486707,73.829744,17.2,28.1,438.7,24.56,83.7,3.36,54
2026-07-26 10:00:57.000,18.486749,73.829735,16.7,27.1,440.6,24.69,84.0,3.23,56
2026-07-26 10:00:57.600,18.486771,73.829725,17.8,26.8,439.6,24.55,83.8,3.37,56
2026-07-26 10:00:58.200,18.486799,73.829793,15.7,26.7,438.8,24.68,84.4,3.28,51
2026-07-26 10:00:58.800,18.486824,73.829722,16.3,26.8,438.6,24.65,83.3,3.36,54
2026-07-26 10:00:59.400,18.486872,73.829749,17.4,27.9,443.5,24.54,83.7,3.16,57
2026-07-26 10:01:00.000,18.486842,73.829739,16.5,27.6,442.6,24.62,84.3,3.26,53
2026-07-26 10:01:00.600,18.486933,73.829779,16.7,27.5,440.6,24.57,84.2,3.17,53
2026-07-26 10:01:01.200,18.4869,73.829767,16.4,28.1,444.0,24.54,83.1,3.24,52
2026-07-26 10:01:01.800,18.486993,73.829823,17.0,27.3,443.9,24.59,84.0,3.34,56
2026-07-26 10:01:02.400,18.486996,73.829801,16.8,28.5,442.1,24.64,84.3,3.46,54
2026-07-26 10:01:03.000,18.487012,73.829814,16.9,26.1,445.6,24.67,83.8,3.25,54
2026-07-26 10:01:03.600,18.487038,73.829872,16.8,27.6,436.4,24.53,83.5,3.4,54
2026-07-26 10:01:04.200,18.487066,73.829815,16.5,27.2,443.6,24.61,84.2,3.23,53
2026-07-26 10:01:04.800,18.487075,73.829798,17.0,30.1,442.7,24.57,84.3,3.23,56
2026-07-26 10:01:05.400,18.487069,73.829843,15.9,27.7,440.5,24.68,83.7,3.26,53
2026-07-26 10:01:06.000,18.487115,73.829824,17.1,27.7,443.7,24.66,84.5,3.4,55
2026-07-26 10:01:06.600,18.487133,73.829841,17.2,27.3,439.7,24.6,84.2,3.49,56
2026-07-26 10:01:07.200,18.48718,73.829851,17.1,26.2,439.5,24.64,84.8,3.37,57
2026-07-26 10:01:07.800,18.487212,73.82986,17.3,27.6,445.1,24.66,84.3,3.38,57
2026-07-26 10:01:08.400,18.487197,73.829872,17.5,27.3,437.2,24.64,83.9,3.21,58
2026-07-26 10:01:09.000,18.487229,73.829847,16.6,26.8,440.6,24.7,84.2,3.26,56
2026-07-26 10:01:09.600,18.487287,73.829849,16.5,27.9,444.5,24.65,84.1,3.31,54
2026-07-26 10:01:10.200,18.487308,73.829874,16.5,26.8,440.2,24.59,84.0,3.34,54
2026-07-26 10:01:10.800,18.487324,73.829859,16.6,27.0,439.5,24.54,84.7,3.52,54
2026-07-26 10:01:11.400,18.487309,73.829882,16.9,27.2,442.3,24.72,84.9,3.23,54
2026-07-26 10:01:12.000,18.487364,73.829897,16.8,28.5,440.0,24.54,84.3,3.4,56
2026-07-26 10:01:12.600,18.487395,73.829916,17.0,27.2,440.7,24.58,84.5,3.2,54
2026-07-26 10:01:13.200,18.487414,73.829857,17.0,28.9,445.1,24.56,84.3,3.57,53
2026-07-26 10:01:13.800,18.487428,73.829945,17.2,28.3,438.9,24.72,84.0,3.19,54
2026-07-26 10:01:14.400,18.487448,73.829879,16.7,28.2,441.6,24.73,84.7,3.23,54
2026-07-26 10:01:15.000,18.487478,73.829879,16.8,27.9,442.8,24.63,83.9,3.32,54
2026-07-26 10:01:15.600,18.487486,73.82993,17.6,27.4,443.5,24.68,84.2,3.48,55
2026-07-26 10:01:16.200,18.487546,73.829931,17.0,28.3,439.3,24.68,84.7,3.44,54
2026-07-26 10:01:16.800,18.487529,73.829911,17.1,27.9,444.2,24.72,84.4,3.19,55
2026-07-26 10:01:17.400,18.48758,73.829872,17.2,27.2,446.5,24.79,84.2,3.32,56
2026-07-26 10:01:18.000,18.487621,73.829936,17.1,30.1,439.7,24.67,84.4,3.48,55
2026-07-26 10:01:18.600,18.48764,73.829901,17.9,27.5,443.0,24.71,84.9,3.4,57
2026-07-26 10:01:19.200,18.48759,73.829942,16.7,27.7,443.2,24.65,84.6,3.25,55
2026-07-26 10:01:19.800,18.48764,73.82995,17.1,27.1,445.5,24.71,84.5,3.39,54
2026-07-26 10:01:20.400,18.487656,73.829899,17.4,26.9,443.5,24.78,84.7,3.3,55
2026-07-26 10:01:21.000,18.487645,73.829919,17.0,28.1,445.8,24.7,84.6,3.43,54
2026-07-26 10:01:21.600,18.487689,73.829911,17.4,27.6,441.5,24.71,84.9,3.37,54
2026-07-26 10:01:22.200,18.487729,73.829995,17.4,27.3,439.1,24.67,84.5,3.48,56
2026-07-26 10:01:22.800,18.487721,73.829979,16.1,26.6,444.3,24.73,84.0,3.43,53
2026-07-26 10:01:23.400,18.487777,73.829983,16.1,27.4,439.2,24.73,84.7,3.13,53
2026-07-26 10:01:24.000,18.487759,73.829941,16.7,27.6,439.8,24.56,83.9,3.3,54
2026-07-26 10:01:24.600,18.487801,73.829929,17.4,27.6,440.2,24.7,84.2,3.26,57
2026-07-26 10:01:25.200,18.487785,73.829962,17.3,27.5,439.2,24.74,85.0,3.4,55
2026-07-26 10:01:25.800,18.487815,73.829976,17.1,28.3,444.6,24.7,84.3,3.31,54
2026-07-26 10:01:26.400,18.487819,73.82991,17.6,27.9,443.2,24.64,83.8,3.19,56
2026-07-26 10:01:27.000,18.48785,73.829917,16.2,27.4,444.5,24.77,84.1,3.57,53
2026-07-26 10:01:27.600,18.487861,73.829902,17.0,27.9,441.1,24.63,84.6,3.25,55
2026-07-26 10:01:28.200,18.487938,73.829926,17.4,27.2,446.1,24.67,84.4,3.26,56
2026-07-26 10:01:28.800,18.487925,73.829922,17.8,27.8,441.4,24.75,85.1,3.36,57
2026-07-26 10:01:29.400,18.487906,73.829914,17.1,28.1,445.1,24.76,85.2,3.32,54
2026-07-26 10:01:30.000,18.487913,73.82991,16.4,27.0,443.4,24.6,84.3,3.15,55
2026-07-26 10:01:30.600,18.487949,73.829925,16.0,27.6,438.0,24.79,84.8,3.46,52
2026-07-26 10:01:31.200,18.487945,73.82992,17.9,27.3,442.2,24.81,84.4,3.3,57
2026-07-26 10:01:31.800,18.487985,73.829927,17.1,26.5,445.1,24.69,84.3,3.32,54
2026-07-26 10:01:32.400,18.488008,73.829906,17.5,28.8,442.6,24.71,84.8,3.31,56
2026-07-26 10:01:33.000,18.487994,73.829947,17.3,27.6,442.5,24.79,84.5,3.3,54
2026-07-26 10:01:33.600,18.488097,73.829894,16.3,26.9,446.8,24.74,84.1,3.35,50
2026-07-26 10:01:34.200,18.48799,73.829912,16.8,29.1,439.8,24.73,84.6,3.27,54
2026-07-26 10:01:34.800,18.488032,73.829978,16.6,28.1,438.6,24.84,83.8,3.52,53
2026-07-26 10:01:35.400,18.488018,73.829907,16.7,27.1,438.4,24.9,84.5,3.42,55
2026-07-26 10:01:36.000,18.488135,73.829912,16.6,27.0,441.4,24.81,84.7,3.27,55
2026-07-26 10:01:36.600,18.488107,73.829949,17.3,26.8,441.5,24.72,84.4,3.41,56
2026-07-26 10:01:37.200,18.488111,73.829948,17.1,27.1,439.5,24.74,84.9,3.36,55
2026-07-26 10:01:37.800,18.488095,73.829937,17.2,28.0,438.6,25.03,84.4,3.41,54
2026-07-26 10:01:38.400,18.488069,73.829918,17.7,28.8,446.2,24.74,84.6,3.3,58
2026-07-26 10:01:39.000,18.488172,73.829897,17.0,26.9,445.2,24.82,85.3,3.37,54
2026-07-26 10:01:39.600,18.488126,73.829885,17.2,28.0,438.8,24.72,84.4,3.2,56
2026-07-26 10:01:40.200,18.488129,73.829922,17.2,29.5,442.2,24.69,84.5,3.31,57
2026-07-26 10:01:40.800,18.488197,73.829927,16.6,28.3,440.7,24.78,84.5,3.44,54
2026-07-26 10:01:41.400,18.488203,73.829896,16.3,27.0,443.0,24.71,84.0,3.3,54
2026-07-26 10:01:42.000,18.488188,73.829928,16.6,27.2,440.3,24.8,84.7,3.27,53
2026-07-26 10:01:42.600,18.488172,73.829923,16.7,28.6,439.8,24.77,84.0,3.37,53
2026-07-26 10:01:43.200,18.488223,73.829912,17.6,27.2,441.1,24.72,84.6,3.32,58
2026-07-26 10:01:43.800,18.488243,73.829848,16.9,28.1,443.3,24.8,83.9,3.27,55
2026-07-26 10:01:44.400,18.488216,73.829862,15.4,27.2,443.8,24.79,84.8,3.29,50
2026-07-26 10:01:45.000,18.488255,73.829856,17.3,26.4,444.0,24.71,84.6,3.26,56
2026-07-26 10:01:45.600,18.488224,73.829877,16.4,28.0,442.7,24.84,84.8,3.18,54
2026-07-26 10:01:46.200,18.488255,73.829875,17.2,28.3,441.7,24.77,84.5,3.1,54
2026-07-26 10:01:46.800,18.488259,73.829844,16.7,27.6,440.2,24.85,84.6,3.33,56
2026-07-26 10:01:47.400,18.488255,73.829806,17.5,28.9,437.6,24.93,84.4,3.13,56
2026-07-26 10:01:48.000,18.488284,73.829845,17.0,28.2,435.4,24.81,84.4,3.34,54
2026-07-26 10:01:48.600,18.488266,73.829761,17.6,28.7,441.6,24.78,84.9,3.4,57
2026-07-26 10:01:49.200,18.488258,73.829806,17.5,29.1,438.8,24.87,85.1,3.29,57
2026-07-26 10:01:49.800,18.488302,73.829808,17.3,28.7,438.0,24.85,84.9,3.37,56
2026-07-26 10:01:50.400,18.488315,73.829823,16.7,29.0,442.9,24.83,84.9,3.4,53
2026-07-26 10:01:51.000,18.488305,73.829717,16.1,27.2,440.1,24.73,83.8,3.36,52
2026-07-26 10:01:51.600,18.488316,73.829798,17.1,29.3,445.4,24.86,83.9,3.23,54
2026-07-26 10:01:52.200,18.488307,73.829796,16.9,27.7,439.3,24.76,84.6,3.26,53
2026-07-26 10:01:52.800,18.488316,73.829773,17.6,27.7,435.2,24.86,84.1,3.18,56
2026-07-26 10:01:53.400,18.488375,73.829801,15.9,27.7,440.4,24.84,84.3,3.24,53
2026-07-26 10:01:54.000,18.488366,73.829757,16.6,27.3,444.2,24.82,85.1,3.11,52
2026-07-26 10:01:54.600,18.488357,73.829746,17.0,28.4,436.2,24.74,84.2,3.35,53
2026-07-26 10:01:55.200,18.488355,73.829756,16.6,26.7,441.4,24.81,84.3,3.35,54
2026-07-26 10:01:55.800,18.488358,73.829751,16.2,26.9,438.7,24.8,84.5,3.22,52
2026-07-26 10:01:56.400,18.488305,73.829682,17.6,29.0,442.4,24.87,84.8,3.35,56
2026-07-26 10:01:57.000,18.48837,73.829713,16.3,28.4,445.4,24.72,84.2,3.04,56
2026-07-26 10:01:57.600,18.488348,73.829709,15.9,27.5,448.0,24.72,84.0,3.34,53
2026-07-26 10:01:58.200,18.488389,73.829717,17.0,28.6,438.1,24.77,84.4,3.27,58
2026-07-26 10:01:58.800,18.48839,73.829725,16.7,27.9,448.1,24.87,84.3,3.29,54
2026-07-26 10:01:59.400,18.488401,73.829658,16.8,27.3,433.8,24.78,84.9,3.2,55
2026-07-26 10:02:00.000,18.488389,73.829684,17.6,28.4,435.7,24.8,84.3,3.21,57
2026-07-26 10:02:00.600,18.488405,73.829686,16.8,27.6,439.0,24.82,83.8,3.36,53
2026-07-26 10:02:01.200,18.488371,73.829644,16.6,27.6,440.9,24.76,84.0,3.08,54
2026-07-26 10:02:01.800,18.488358,73.829623,16.9,27.5,439.1,24.81,84.4,3.19,56
2026-07-26 10:02:02.400,18.488382,73.829611,17.2,29.0,439.9,24.79,84.2,3.2,55
2026-07-26 10:02:03.000,18.488422,73.829628,16.3,28.0,438.9,24.85,84.8,3.25,53
2026-07-26 10:02:03.600,18.488418,73.829584,15.7,27.9,443.3,24.74,84.6,3.18,53
2026-07-26 10:02:04.200,18.48841,73.829583,17.1,27.5,439.0,24.85,84.4,3.17,52
2026-07-26 10:02:04.800,18.488392,73.829638,16.7,28.4,437.2,24.65,84.2,3.25,54
2026-07-26 10:02:05.400,18.488486,73.829579,16.4,29.6,443.6,24.78,84.2,3.28,53
2026-07-26 10:02:06.000,18.488466,73.82954,16.5,28.2,441.5,24.84,85.2,3.27,55
2026-07-26 10:02:06.600,18.488403,73.829558,15.9,27.9,441.7,24.8,84.2,3.42,52
2026-07-26 10:02:07.200,18.488429,73.829565,17.0,27.2,441.2,24.83,84.4,3.23,55
2026-07-26 10:02:07.800,18.488419,73.829491,16.8,29.1,440.4,24.91,84.9,3.23,55
2026-07-26 10:02:08.400,18.488386,73.82952,16.1,28.8,438.2,24.86,84.4,3.2,52
2026-07-26 10:02:09.000,18.488427,73.829497,16.3,27.5,439.0,24.87,84.4,3.14,53
2026-07-26 10:02:09.600,18.488398,73.829438,16.3,26.9,432.7,24.81,83.9,3.12,55
2026-07-26 10:02:10.200,18.488395,73.829496,16.9,28.8,440.2,24.82,84.5,3.36,55
2026-07-26 10:02:10.800,18.48838,73.829492,16.2,25.9,437.4,24.81,84.4,3.13,52
2026-07-26 10:02:11.400,18.488455,73.829466,16.2,28.3,434.1,24.86,84.5,3.19,54
2026-07-26 10:02:12.000,18.488387,73.82943,17.0,28.1,444.4,24.84,84.6,3.11,56
2026-07-26 10:02:12.600,18.488398,73.829438,15.5,26.9,436.3,24.83,84.1,3.25,52
2026-07-26 10:02:13.200,18.488469,73.829401,16.7,28.0,441.5,24.77,84.0,3.21,55
2026-07-26 10:02:13.800,18.488413,73.829424,16.6,27.7,435.8,24.84,84.9,3.21,55
2026-07-26 10:02:14.400,18.488395,73.829431,17.3,29.0,445.3,24.86,84.4,3.13,53
2026-07-26 10:02:15.000,18.4884,73.829364,16.8,27.9,440.1,24.83,84.6,3.15,55
2026-07-26 10:02:15.600,18.488358,73.829325,17.1,27.4,437.2,24.78,85.1,3.38,55
2026-07-26 10:02:16.200,18.488431,73.829318,16.1,26.9,441.6,24.79,83.6,3.12,51
2026-07-26 10:02:16.800,18.488395,73.829329,15.5,27.9,442.4,24.79,84.2,3.18,50
2026-07-26 10:02:17.400,18.48836,73.829374,17.1,28.3,442.3,24.8,84.4,3.06,56
2026-07-26 10:02:18.000,18.488405,73.829322,16.3,27.4,435.1,24.82,84.4,3.15,53
2026-07-26 10:02:18.600,18.488409,73.829321,15.1,27.9,435.7,24.81,85.0,3.02,51
2026-07-26 10:02:19.200,18.488429,73.829268,16.7,26.6,436.4,24.76,84.5,3.24,55
2026-07-26 10:02:19.800,18.488377,73.829295,15.8,27.9,439.1,24.8,84.7,3.33,50
2026-07-26 10:02:20.400,18.488382,73.829233,16.4,28.3,442.0,24.74,84.5,3.05,54
2026-07-26 10:02:21.000,18.488353,73.829252,15.5,27.3,440.4,24.75,84.9,3.42,50
2026-07-26 10:02:21.600,18.488403,73.829232,15.2,27.6,439.1,24.86,84.4,3.16,48
2026-07-26 10:02:22.200,18.4884,73.829169,16.3,27.2,439.7,24.87,83.9,3.19,54
2026-07-26 10:02:22.800,18.48839,73.829206,16.3,27.7,435.6,24.94,84.6,3.09,53
2026-07-26 10:02:23.400,18.48832,73.829136,16.0,27.8,437.0,24.78,83.6,3.33,53
2026-07-26 10:02:24.000,18.488306,73.829153,16.5,28.2,439.9,24.8,83.8,3.22,55
2026-07-26 10:02:24.600,18.48833,73.829105,16.7,28.6,442.6,24.86,84.2,3.07,54
2026-07-26 10:02:25.200,18.488361,73.829088,16.0,27.8,439.1,24.82,84.5,3.17,54
2026-07-26 10:02:25.800,18.488402,73.829136,15.4,27.1,441.6,24.75,85.4,3.2,51
2026-07-26 10:02:26.400,18.488382,73.829079,15.8,27.5,438.6,24.83,83.9,3.19,54
2026-07-26 10:02:27.000,18.488347,73.829089,16.6,26.3,440.2,24.86,84.6,3.12,53
2026-07-26 10:02:27.600,18.488352,73.829021,16.2,27.6,441.2,24.81,83.6,3.18,52
2026-07-26 10:02:28.200,18.488337,73.829025,16.5,28.8,434.5,24.86,84.0,3.22,53
2026-07-26 10:02:28.800,18.488298,73.82902,16.7,27.9,440.0,24.74,83.9,3.17,55
2026-07-26 10:02:29.400,18.488353,73.828994,16.2,27.3,438.0,24.68,84.8,3.23,53
2026-07-26 10:02:30.000,18.488322,73.828942,15.8,28.3,441.3,24.91,84.4,3.14,52
2026-07-26 10:02:30.600,18.488278,73.828918,16.4,28.1,436.8,24.8,84.1,3.21,53
2026-07-26 10:02:31.200,18.488361,73.828958,16.2,28.6,434.2,24.85,84.2,2.99,51
2026-07-26 10:02:31.800,18.488349,73.828961,16.2,27.9,439.7,24.78,84.3,3.21,53
2026-07-26 10:02:32.400,18.48831,73.828886,15.9,27.6,437.4,24.83,85.2,3.22,50
2026-07-26 10:02:33.000,18.488281,73.828869,16.0,27.7,437.3,24.82,84.7,3.21,51
2026-07-26 10:02:33.600,18.48825,73.828883,16.1,26.9,440.0,24.79,84.5,3.09,54
2026-07-26 10:02:34.200,18.488227,73.828881,15.4,26.4,441.4,24.91,83.8,3.28,50
2026-07-26 10:02:34.800,18.488273,73.828829,16.5,26.6,440.0,24.75,83.8,3.02,53
2026-07-26 10:02:35.400,18.488275,73.828792,16.4,26.4,440.0,24.73,84.1,2.96,54
2026-07-26 10:02:36.000,18.488267,73.828773,15.8,26.2,435.8,24.88,84.4,3.19,53
2026-07-26 10:02:36.600,18.488198,73.828759,15.7,27.4,446.6,24.85,84.0,3.14,53
2026-07-26 10:02:37.200,18.488226,73.828808,15.7,27.1,437.7,24.82,84.0,3.23,51
2026-07-26 10:02:37.800,18.48828,73.828738,16.2,28.4,437.1,24.85,83.7,3.1,53
2026-07-26 10:02:38.400,18.488256,73.828704,16.3,26.6,436.2,24.79,84.6,3.21,54
2026-07-26 10:02:39.000,18.488228,73.828681,15.8,26.3,434.6,24.88,84.0,3.08,51
2026-07-26 10:02:39.600,18.48818,73.828678,15.9,28.8,438.4,24.75,84.5,3.17,54
2026-07-26 10:02:40.200,18.488219,73.828692,16.1,28.0,435.3,24.83,84.0,3.15,51
2026-07-26 10:02:40.800,18.488187,73.828658,16.8,28.3,435.5,24.88,83.6,3.13,54
2026-07-26 10:02:41.400,18.488147,73.828552,15.9,27.9,436.1,24.82,84.9,3.14,51
2026-07-26 10:02:42.000,18.488211,73.828618,15.7,28.0,433.6,24.88,84.5,3.06,52
